id,time,res_age,res_gender,ch_ageY,ch_ageM,ch_gender,school,fa_num,sib_num,education,conduct,hyperactive,emotional,peer,prosocial,sdq_sum,ch_sh,ios_cg,ios_oth,scr_time,outside_playing,lessons,excludeT1T2,excludeT2T3
2,T1,34,2,1,13,1,inf,4,2,3,4,5,5,1,8,15,7,4,1,4.607142857,1,0.214285714,adopted,NA
3,T1,31,2,2,28,1,inf,7,2,4,5,7,0,2,8,14,NA,6,5,3.642857143,0.214285714,0,adopted,NA
7,T1,41,2,1,17,2,inf,3,1,4,2,7,0,4,2,13,7,5,6,1,0.25,0,adopted,NA
8,T1,48,2,8,103,2,sch,4,2,4,1,4,0,0,5,5,7,6,1,1.678571429,2,0.214285714,adopted,NA
10,T1,38,2,6,81,1,sch,4,2,2,1,3,2,3,7,9,2,4,2,2.75,1,0.214285714,adopted,NA
11,T1,34,2,4,57,1,presch,4,2,2,5,4,5,4,5,18,3,2,2,2.535714286,0.214285714,0,adopted,NA
12,T1,37,2,6,76,1,sch,4,2,2,6,10,3,3,5,22,7,7,1,2.25,0.25,0,adopted,NA
14,T1,46,2,9,118,1,sch,3,1,4,0,3,5,6,10,14,7,2,3,6.071428571,0.5,0,adopted,NA
17,T1,40,2,3,46,1,inf,5,3,4,1,2,1,0,4,4,2,5,3,4.607142857,2,0,adopted,NA
19,T1,41,1,9,116,1,sch,4,2,2,0,2,1,0,7,3,7,5,5,5.5,0.25,0.107142857,adopted,NA
21,T1,35,2,6,73,2,sch,4,2,4,0,3,2,0,6,5,7,7,1,1.857142857,2,0.214285714,adopted,NA
24,T1,47,1,8,107,1,sch,4,2,5,4,9,6,9,5,28,7,4,1,6.5,0,0.214285714,adopted,NA
26,T1,35,2,3,39,2,inf,3,1,2,1,3,0,4,7,8,7,7,1,5.25,0.5,0,adopted,NA
27,T1,34,2,7,88,2,sch,4,2,3,0,2,2,2,6,6,7,5,3,2.142857143,0.5,0,adopted,NA
29,T1,42,1,6,77,1,presch,4,2,4,4,6,1,1,4,12,2,5,3,2.285714286,1,0.214285714,adopted,NA
30,T1,37,2,6,73,2,sch,3,1,5,0,0,0,0,10,0,7,5,3,1.214285714,0.214285714,0.5,adopted,NA
31,T1,33,2,2,35,2,inf,4,2,4,1,2,2,5,5,10,NA,6,1,2.678571429,0.5,0,adopted,NA
33,T1,38,2,5,62,1,presch,5,3,2,4,7,4,4,5,19,7,3,1,2.5,1,0,adopted,NA
34,T1,29,2,2,25,2,inf,5,1,3,2,8,1,2,9,13,NA,6,2,3,2,0,adopted,NA
35,T1,47,1,9,112,2,sch,4,2,4,0,2,5,2,8,9,7,6,1,3.035714286,0.5,1,adopted,NA
40,T1,33,2,1,14,1,inf,3,1,4,1,4,0,4,1,9,NA,6,1,0,0.5,0,adopted,NA
42,T1,28,2,0,9,1,inf,3,1,3,4,8,3,3,0,18,NA,7,5,1.035714286,0.071428571,0,adopted,NA
43,T1,36,2,7,91,2,sch,6,1,3,3,7,3,0,6,13,7,5,3,7.428571429,0,0,adopted,NA
44,T1,46,2,4,56,2,presch,3,1,3,2,2,3,1,8,8,7,6,2,2.5,0.5,0,adopted,NA
45,T1,43,2,7,94,2,sch,5,3,4,0,2,0,0,3,2,7,6,1,5.5,0.035714286,0,adopted,NA
46,T1,30,2,2,24,2,inf,4,1,4,1,7,0,4,2,12,NA,7,1,1.535714286,1,0,adopted,NA
50,T1,42,2,4,59,2,presch,5,3,2,1,0,0,1,7,2,7,6,7,1.714285714,1,0.214285714,adopted,NA
51,T1,39,2,5,65,2,presch,2,1,4,2,2,2,2,5,8,2,2,2,1.5,0,0,adopted,NA
56,T1,41,2,9,109,1,sch,4,2,3,2,5,1,2,1,10,7,6,1,0.428571429,0.071428571,0,adopted,NA
57,T1,38,2,6,83,1,sch,3,1,3,4,8,3,5,3,20,7,3,1,15.32142857,0.5,0.5,adopted,NA
58,T1,30,2,1,20,1,inf,3,1,3,1,5,0,5,1,11,7,7,1,1.5,0.107142857,0.5,adopted,NA
59,T1,44,2,9,118,1,sch,4,3,3,0,3,0,2,8,5,7,5,3,5.178571429,0.107142857,0,adopted,NA
60,T1,43,2,7,89,1,sch,4,3,1,2,10,3,4,3,19,2,2,2,6.214285714,2,0,adopted,NA
61,T1,36,2,1,19,2,inf,4,2,4,2,6,2,6,4,16,2,5,6,0.071428571,1,0,adopted,NA
62,T1,27,2,3,37,1,inf,3,1,3,4,4,4,4,4,16,7,7,1,2.5,1,0,adopted,NA
64,T1,26,2,0,6,1,inf,4,2,3,0,2,0,1,7,3,NA,4,4,10.5,0.214285714,0,adopted,NA
65,T1,46,2,4,53,1,presch,4,1,2,2,4,2,6,4,14,7,6,1,4.214285714,1,0,adopted,NA
66,T1,47,2,5,67,1,presch,3,1,4,0,2,1,0,8,3,7,2,2,2.214285714,1,0.214285714,adopted,NA
67,T1,40,2,5,71,2,presch,3,1,3,0,0,0,0,10,0,7,5,1,2.357142857,0.5,0.107142857,adopted,NA
68,T1,36,2,5,65,2,presch,3,1,4,0,2,4,4,6,10,7,6,6,9.5,0.214285714,0,adopted,NA
69,T1,38,2,7,90,1,sch,3,1,3,6,10,4,6,2,26,7,2,1,3,0.035714286,0,adopted,NA
70,T1,38,2,2,34,2,inf,4,2,3,2,2,0,1,6,5,7,7,1,0.821428571,2,0.035714286,adopted,NA
72,T1,39,2,6,82,1,sch,5,3,4,3,2,0,1,6,6,7,6,2,6.607142857,0.214285714,0.214285714,adopted,NA
73,T1,30,2,0,0,1,inf,5,3,4,2,2,0,4,1,8,7,5,1,0.107142857,3,0,adopted,NA
75,T1,32,2,4,55,1,presch,4,1,3,3,8,2,4,8,17,7,7,1,4.535714286,1,0,adopted,NA
76,T1,42,2,9,111,1,sch,4,2,4,2,3,4,4,4,13,7,5,1,3.464285714,0.035714286,0.107142857,adopted,NA
78,T1,32,2,4,58,2,presch,3,1,4,2,4,4,3,4,13,2,7,4,1.5,0.5,0.035714286,adopted,NA
80,T1,52,1,7,92,1,sch,5,3,4,1,9,2,1,9,13,7,7,1,2.642857143,0.5,0.214285714,adopted,NA
81,T1,43,2,4,54,1,presch,4,2,3,1,2,0,1,7,4,7,5,3,7.107142857,0.107142857,0,adopted,NA
84,T1,38,2,8,98,2,sch,4,2,1,1,4,1,1,6,7,7,7,2,6.071428571,0.214285714,0.428571429,adopted,NA
85,T1,37,2,2,27,1,inf,4,1,2,3,4,3,3,7,13,4,4,2,0.857142857,2,0,adopted,NA
86,T1,38,2,7,93,1,sch,5,1,4,1,2,0,3,7,6,7,3,3,2,1,0.214285714,adopted,NA
89,T1,46,2,3,43,1,inf,3,1,3,4,4,3,1,6,12,2,6,4,1.071428571,0.107142857,0,adopted,NA
91,T1,45,2,6,81,2,sch,5,3,5,2,4,1,2,6,9,7,2,2,2.428571429,0.25,0.5,adopted,NA
92,T1,27,2,7,90,2,sch,2,1,2,2,3,3,3,9,11,4,2,2,3.642857143,0.5,0.214285714,adopted,NA
99,T1,44,2,5,62,2,presch,3,1,3,2,5,1,3,2,11,7,5,2,5.142857143,0.25,0.214285714,adopted,NA
101,T1,38,2,1,22,1,inf,3,1,4,3,7,1,5,0,16,NA,6,7,2,2,0,adopted,NA
102,T1,42,1,9,113,2,sch,7,2,3,0,1,5,3,9,9,7,6,1,5.321428571,1,0.5,adopted,NA
104,T1,39,2,6,82,1,sch,4,2,2,0,0,2,1,10,3,7,4,4,1.5,1,0.071428571,adopted,NA
105,T1,35,2,3,47,1,inf,3,1,2,3,7,0,5,6,15,NA,3,1,2.357142857,0.214285714,0,adopted,NA
106,T1,40,2,8,98,1,sch,4,2,3,6,5,0,0,5,11,7,7,2,9.035714286,2,1,adopted,NA
107,T1,40,2,5,68,2,presch,4,2,3,6,7,0,5,3,18,7,6,1,2.535714286,0.5,0,adopted,NA
110,T1,31,2,3,47,2,inf,5,3,4,2,2,0,2,1,6,7,5,1,1.857142857,1,0.214285714,adopted,NA
115,T1,29,2,0,6,1,inf,3,1,4,2,5,0,5,0,12,NA,5,5,0,0,0,adopted,NA
116,T1,49,2,9,116,2,sch,5,2,2,1,4,3,1,4,9,6,5,2,3.25,0.214285714,0.214285714,adopted,NA
118,T1,38,2,8,101,2,sch,4,2,4,3,8,5,4,4,20,7,1,4,3.035714286,1,0.214285714,adopted,NA
119,T1,36,2,7,95,2,sch,5,3,3,1,3,2,1,6,7,7,6,4,5.107142857,0.214285714,0,adopted,NA
120,T1,47,2,7,95,2,sch,5,3,2,1,4,0,2,7,7,7,4,2,6.857142857,1,0.214285714,adopted,NA
122,T1,29,2,0,6,1,inf,4,2,3,3,3,0,2,6,8,7,5,1,0.714285714,0,0,adopted,NA
124,T1,30,2,1,18,2,inf,3,1,4,2,5,3,4,1,14,3,5,1,1.5,1,0,adopted,NA
126,T1,48,2,6,78,1,sch,3,1,4,3,4,1,2,3,10,6,6,2,1.321428571,0.5,0.214285714,adopted,NA
127,T1,32,2,5,71,1,presch,3,1,3,4,6,6,5,5,21,4,1,1,4.035714286,0.071428571,0.642857143,adopted,NA
128,T1,29,2,3,44,2,inf,4,2,2,7,2,5,3,5,17,7,6,1,3.142857143,0.214285714,0,adopted,NA
130,T1,35,2,8,105,1,sch,5,3,3,2,6,1,1,4,10,7,4,1,9.178571429,0.214285714,1,adopted,NA
132,T1,48,2,9,119,1,sch,4,2,3,2,3,3,0,9,8,7,5,2,6.035714286,2,0.5,adopted,NA
133,T1,38,2,8,98,1,sch,4,2,4,1,6,0,3,2,10,7,3,1,1.678571429,0.214285714,0.5,adopted,NA
135,T1,33,2,7,86,2,sch,6,2,3,2,7,1,1,6,11,7,2,2,5.035714286,0.25,0.214285714,adopted,NA
136,T1,39,2,5,62,1,presch,4,2,4,8,10,9,3,4,30,7,7,1,3.142857143,1,0.214285714,adopted,NA
137,T1,39,2,2,28,1,inf,3,1,3,2,3,4,2,5,11,2,4,2,4.214285714,0.5,0,adopted,NA
138,T1,29,2,6,79,2,sch,5,1,3,3,3,5,3,8,14,6,6,2,2.142857143,0.5,0.214285714,adopted,NA
139,T1,41,2,5,66,1,presch,5,3,4,4,7,6,5,5,22,2,4,1,5,0.5,0,adopted,NA
140,T1,33,2,2,29,2,inf,3,1,3,4,6,2,3,2,15,NA,6,1,3.607142857,0.107142857,0,adopted,NA
141,T1,48,2,7,85,1,sch,5,3,2,2,3,0,3,5,8,0,3,2,3,0.5,0.107142857,adopted,NA
142,T1,42,2,8,103,1,sch,6,3,2,4,8,0,0,6,12,7,7,1,6.321428571,0.5,0,adopted,NA
143,T1,37,2,2,28,1,inf,4,2,4,2,1,0,0,10,3,7,7,1,2,2,0,adopted,NA
144,T1,42,2,1,21,1,inf,4,2,4,3,8,5,3,9,19,5,5,2,0.535714286,1,0.107142857,adopted,NA
145,T1,35,2,1,23,1,inf,3,1,4,3,4,0,4,2,11,NA,3,1,4,2,0,adopted,NA
146,T1,47,2,9,110,2,sch,4,2,2,2,1,3,1,6,7,7,7,5,4.071428571,0.107142857,0,adopted,NA
147,T1,38,2,2,35,1,inf,6,2,3,2,2,0,4,4,8,7,6,5,0.75,0.25,0,adopted,NA
148,T1,47,2,9,109,2,sch,5,4,1,2,7,1,3,5,13,7,7,4,8.071428571,0.5,0,adopted,NA
149,T1,38,2,8,107,2,sch,4,2,4,2,5,1,2,4,10,7,2,1,5.071428571,3,0.107142857,adopted,NA
150,T1,34,2,7,93,1,sch,3,1,3,4,6,7,2,6,19,7,6,1,2.857142857,0.035714286,0,adopted,NA
154,T1,39,2,1,23,1,inf,3,1,2,4,5,1,6,0,16,NA,4,2,10.42857143,0.428571429,0,adopted,NA
156,T1,33,2,1,17,1,inf,3,1,3,1,2,1,6,0,10,NA,4,1,4,0.214285714,0,adopted,NA
158,T1,34,1,1,13,1,inf,4,2,4,4,9,2,6,0,21,7,7,1,0,0.107142857,0,adopted,NA
161,T1,37,2,9,116,2,sch,6,2,2,2,9,10,4,7,25,7,6,2,3,0.5,0,adopted,NA
162,T1,40,2,2,26,2,inf,4,2,4,1,2,0,5,4,8,7,6,1,1,1,0,adopted,NA
165,T1,34,2,1,14,1,inf,7,5,2,1,3,1,5,5,10,NA,3,1,0.035714286,0.428571429,0,adopted,NA
166,T1,31,2,3,42,1,inf,3,1,3,2,5,3,3,6,13,2,2,2,2.25,1,0,adopted,NA
167,T1,41,1,7,94,1,sch,3,2,5,2,4,0,1,1,7,7,3,4,2.964285714,0.214285714,0.214285714,adopted,NA
168,T1,40,2,7,91,2,sch,5,3,3,2,4,3,4,6,13,7,4,3,6.071428571,0,0,adopted,NA
170,T1,33,2,5,64,1,presch,4,3,4,4,1,3,1,9,9,7,7,2,4.5,1,0.107142857,adopted,NA
172,T1,32,2,3,46,2,inf,5,3,2,0,2,0,0,10,2,7,6,1,1.607142857,0.25,0,adopted,NA
173,T1,44,2,8,101,2,sch,3,1,3,2,7,1,2,7,12,7,7,1,4.214285714,0.25,0.214285714,adopted,NA
176,T1,36,2,0,3,2,inf,4,2,3,2,5,0,5,1,12,NA,7,1,2.75,0.25,0,adopted,NA
177,T1,35,2,7,85,2,sch,4,2,4,3,5,5,4,6,17,7,6,1,2,0.5,0.035714286,adopted,NA
178,T1,35,2,2,28,2,inf,4,2,3,1,3,0,2,5,6,5,7,2,3.071428571,0.5,0.035714286,adopted,NA
179,T1,37,2,7,91,2,sch,4,2,4,3,2,1,0,8,6,7,7,6,2.178571429,3,0.428571429,adopted,NA
180,T1,36,2,4,57,1,presch,4,2,5,3,3,1,3,6,10,7,3,2,1.178571429,2,0,adopted,NA
181,T1,46,2,4,53,1,presch,4,2,3,3,5,2,2,6,12,NA,6,4,1.285714286,1,0,adopted,NA
182,T1,44,2,6,73,1,sch,4,2,2,4,5,1,1,9,11,7,3,2,3.464285714,0.214285714,0.214285714,adopted,NA
183,T1,36,1,4,48,2,presch,5,3,3,2,3,3,3,7,11,7,4,2,1.214285714,1,0,adopted,NA
184,T1,40,2,5,62,1,presch,4,2,3,2,3,1,1,7,7,7,6,2,12.03571429,2,0.214285714,adopted,NA
187,T1,40,2,4,48,1,presch,3,1,3,3,6,0,1,4,10,NA,5,4,3.107142857,3,0,adopted,NA
189,T1,48,1,6,73,1,sch,5,3,4,2,3,9,2,10,16,2,3,6,3.535714286,1,0.035714286,adopted,NA
190,T1,45,2,7,93,2,sch,4,2,4,3,0,2,1,6,6,7,6,1,4.107142857,0.428571429,0.214285714,adopted,NA
191,T1,38,2,3,39,1,inf,3,1,4,5,5,4,5,5,19,2,7,5,2.178571429,1,0,adopted,NA
192,T1,38,2,5,64,1,presch,4,2,4,3,5,0,3,3,11,7,3,2,2.071428571,0.214285714,0.107142857,adopted,NA
193,T1,31,2,3,47,1,inf,3,1,4,1,4,0,2,3,7,7,6,3,2.321428571,2,0.071428571,adopted,NA
196,T1,30,2,0,3,1,inf,4,2,4,2,4,0,5,0,11,NA,6,2,0.5,0,0,adopted,NA
198,T1,30,2,0,6,2,inf,4,2,2,6,8,4,1,4,19,NA,6,3,5.035714286,0.071428571,0,adopted,NA
200,T1,33,2,1,19,2,inf,5,3,2,1,1,0,1,7,3,NA,7,2,2.25,0.214285714,0,adopted,NA
201,T1,38,2,1,13,2,inf,3,1,5,1,5,0,3,1,9,6,5,4,1,0.25,0.035714286,adopted,NA
203,T1,50,2,9,118,2,sch,4,1,4,1,1,1,0,7,3,7,7,2,1.571428571,1,0.5,adopted,NA
205,T1,43,2,5,60,1,presch,4,2,4,4,7,2,2,8,15,7,5,2,3.607142857,1,0,adopted,NA
209,T1,34,1,1,22,2,inf,4,2,4,0,4,0,1,2,5,NA,6,4,2.5,0.214285714,0,adopted,NA
212,T1,35,2,3,46,2,inf,4,2,2,0,2,3,2,9,7,2,6,2,0.285714286,0.25,0,adopted,NA
213,T1,38,2,2,24,1,inf,4,2,3,2,5,0,5,0,12,7,4,3,2.321428571,0.035714286,0,adopted,NA
214,T1,48,2,9,119,1,sch,4,2,2,1,2,0,0,6,3,7,7,1,0.25,0.214285714,0,adopted,NA
216,T1,36,2,2,33,1,inf,3,1,4,3,5,2,5,6,15,NA,7,1,6,1,0.214285714,adopted,NA
218,T1,45,2,9,111,2,sch,3,1,2,0,2,3,1,10,6,7,7,1,1.321428571,0.107142857,0.214285714,adopted,NA
219,T1,30,2,0,3,2,inf,4,2,4,3,5,1,4,6,13,NA,2,2,0.5,0.214285714,0,adopted,NA
220,T1,32,2,4,58,1,presch,8,1,4,3,2,3,0,7,8,3,6,2,2.607142857,0.25,0,adopted,NA
227,T1,31,2,1,23,2,inf,3,2,2,0,4,0,2,3,6,3,7,2,1.5,0.5,0,adopted,NA
229,T1,42,2,9,115,2,sch,6,4,3,1,6,3,6,7,16,7,7,1,1.142857143,0.142857143,0.214285714,adopted,NA
231,T1,49,2,6,80,1,presch,5,3,4,2,2,1,3,6,8,7,4,4,4,2,0.214285714,adopted,NA
234,T1,28,2,3,37,2,inf,4,2,2,2,8,1,1,6,12,7,1,1,4.535714286,1,0,adopted,NA
236,T1,47,2,5,66,2,presch,4,2,2,3,5,1,1,5,10,2,3,1,2.178571429,0.428571429,0,adopted,NA
237,T1,51,2,8,96,1,sch,2,1,2,1,7,2,5,8,15,1,4,3,0.678571429,1,0.107142857,adopted,NA
239,T1,44,2,8,102,2,sch,4,2,4,6,5,2,3,2,16,7,6,1,3.571428571,0.5,0.107142857,adopted,NA
240,T1,35,2,5,70,2,presch,4,2,2,1,2,1,1,6,5,7,4,5,2.107142857,0.5,0,adopted,NA
242,T1,35,2,2,26,2,inf,3,1,3,3,6,4,6,5,19,7,5,1,1.785714286,0.5,0,adopted,NA
243,T1,34,2,2,32,2,inf,5,3,2,5,9,6,6,1,26,7,7,2,0.285714286,0.428571429,0,adopted,NA
244,T1,44,2,5,66,1,presch,4,2,3,5,5,0,2,7,12,7,4,3,6.535714286,0.5,0.071428571,adopted,NA
245,T1,40,2,2,33,1,inf,4,1,4,1,4,3,6,1,14,NA,4,2,1.071428571,1,0,adopted,NA
246,T1,38,2,7,93,1,sch,3,3,5,1,4,0,1,5,6,7,6,4,3.642857143,2,0.214285714,adopted,NA
249,T1,40,2,5,68,1,presch,3,1,4,3,5,2,2,5,12,7,7,2,5.178571429,1,0.071428571,adopted,NA
250,T1,34,2,8,106,1,sch,4,2,4,4,5,2,1,6,12,7,4,2,1.107142857,0.214285714,0.25,adopted,NA
251,T1,43,2,9,108,2,sch,4,2,3,2,2,2,4,7,10,7,5,3,6.035714286,0,0,adopted,NA
252,T1,40,2,9,114,1,sch,6,4,4,10,10,6,5,0,31,7,1,1,3.5,0.5,0,adopted,NA
253,T1,42,2,7,94,2,sch,4,2,4,1,0,1,1,9,3,7,6,1,2.107142857,3,0.214285714,adopted,NA
255,T1,34,2,2,35,1,inf,4,2,3,2,3,0,3,3,8,7,7,7,3,1,0,adopted,NA
257,T1,37,2,8,96,2,sch,4,2,4,1,5,1,2,3,9,7,1,1,2.25,0.5,0,adopted,NA
258,T1,32,2,0,6,1,inf,3,1,4,2,4,0,5,0,11,NA,7,2,0.035714286,0,0,adopted,NA
261,T1,42,2,5,64,2,presch,3,1,2,1,4,1,4,8,10,7,2,2,9.75,1,0,adopted,NA
263,T1,30,2,6,82,2,sch,5,1,4,1,3,1,2,4,7,6,2,5,4.464285714,0.5,0.214285714,adopted,NA
264,T1,42,2,8,102,1,sch,3,1,4,3,1,0,3,6,7,7,3,4,1.178571429,2.5,0.642857143,adopted,NA
267,T1,36,2,7,91,1,sch,4,2,3,8,7,8,6,9,29,2,7,2,2.25,1,0,adopted,NA
268,T1,46,2,7,92,2,sch,4,2,3,1,3,2,2,6,8,7,5,1,2,0,0,adopted,NA
272,T1,39,2,8,106,2,sch,5,4,4,0,0,0,0,7,0,7,1,3,2.035714286,3,1,adopted,NA
274,T1,35,2,2,34,1,inf,3,1,3,4,6,0,6,5,16,NA,3,1,7.535714286,0.035714286,0,adopted,NA
275,T1,45,2,9,112,1,sch,5,3,3,3,3,2,1,5,9,7,5,2,2.25,2,0.5,adopted,NA
276,T1,34,2,6,80,2,sch,3,1,2,2,6,1,4,5,13,7,1,1,3.178571429,0.428571429,0,adopted,NA
278,T1,27,2,1,17,1,inf,3,1,3,4,8,0,3,6,15,2,5,3,1.5,2,0,adopted,NA
281,T1,42,2,7,91,1,sch,4,2,4,4,9,1,6,0,20,7,1,1,5.071428571,0,0.035714286,adopted,NA
283,T1,48,2,9,110,2,sch,3,1,3,1,0,2,3,10,6,2,7,1,4.5,0.214285714,0.214285714,adopted,NA
284,T1,35,2,6,80,1,sch,4,2,3,6,7,2,1,0,16,7,4,1,3.5,2,0,adopted,NA
285,T1,36,2,0,0,2,inf,4,2,3,4,6,2,2,3,14,7,2,1,1.321428571,0.5,0,adopted,NA
286,T1,38,2,7,92,1,sch,3,1,4,3,4,4,2,8,13,7,7,1,2.035714286,0.071428571,1,adopted,NA
288,T1,42,2,6,78,1,sch,4,2,4,2,2,1,0,0,5,7,5,2,0.964285714,3,1.5,adopted,NA
291,T1,42,2,9,108,1,sch,4,2,4,2,9,4,3,6,18,7,2,3,3.107142857,0,0.5,adopted,NA
292,T1,37,1,3,37,1,inf,4,2,2,4,8,5,1,3,18,7,5,1,2.071428571,0.5,0,adopted,NA
294,T1,47,1,8,98,1,sch,5,3,4,2,4,4,2,9,12,7,6,2,2.5,0.5,0,adopted,NA
295,T1,35,2,6,80,1,sch,4,2,3,6,7,1,2,0,16,7,4,3,3.428571429,2,0,adopted,NA
296,T1,32,2,8,104,1,sch,3,2,2,1,4,0,2,7,7,2,1,1,2.535714286,2.5,0,adopted,NA
298,T1,39,2,4,51,2,presch,5,3,3,2,3,1,0,4,6,7,3,3,3.071428571,2,0.214285714,adopted,NA
301,T1,48,2,6,75,2,presch,5,1,3,2,7,1,3,5,13,7,7,5,3.5,2,0.214285714,adopted,NA
302,T1,32,2,2,35,2,inf,3,1,4,1,3,1,4,4,9,NA,6,3,1.25,1,0.214285714,adopted,NA
304,T1,43,2,9,114,1,sch,5,3,3,2,1,5,1,10,9,7,1,1,2.678571429,0.214285714,0,adopted,NA
307,T1,49,2,5,70,2,presch,3,1,3,1,4,3,2,6,10,7,7,1,2.964285714,1,0.214285714,adopted,NA
308,T1,34,2,1,18,2,inf,3,1,4,2,8,0,4,0,14,NA,3,1,1.035714286,0.035714286,0,adopted,NA
309,T1,25,2,1,12,2,inf,3,1,3,1,7,1,4,0,13,NA,5,2,5.571428571,0.035714286,0,adopted,NA
310,T1,50,2,8,104,2,sch,3,1,2,3,0,0,6,7,9,7,7,1,3.178571429,0.214285714,0.214285714,adopted,NA
312,T1,38,2,7,94,1,sch,3,2,3,1,4,2,2,4,9,7,5,2,4.321428571,0.5,0.214285714,adopted,NA
316,T1,41,2,7,88,2,sch,5,3,2,1,1,0,0,5,2,7,4,1,5.642857143,0.071428571,0.214285714,adopted,NA
318,T1,46,2,9,118,2,sch,4,1,2,5,8,4,2,4,19,7,7,1,7.285714286,0,0,adopted,NA
319,T1,26,2,1,12,2,inf,3,1,4,5,5,5,7,7,22,NA,1,5,1,1,0,adopted,NA
322,T1,43,2,9,119,1,sch,5,2,4,3,5,2,4,4,14,7,4,1,1.214285714,0.25,0.071428571,adopted,NA
323,T1,37,2,5,68,2,presch,4,2,4,5,5,5,5,4,20,7,2,2,2.428571429,1,0.214285714,adopted,NA
324,T1,41,2,8,96,2,sch,4,2,4,0,0,0,0,10,0,7,5,2,1.535714286,1,3,adopted,NA
325,T1,35,2,0,9,1,inf,3,1,3,3,6,0,5,0,14,7,6,1,1.035714286,0.25,0,adopted,NA
326,T1,38,2,4,59,2,presch,3,1,3,5,6,1,1,5,13,NA,7,1,2.535714286,1,0,adopted,NA
327,T1,30,2,1,14,1,inf,3,1,4,1,2,0,4,4,7,NA,7,2,2.25,0.5,0.071428571,adopted,NA
328,T1,34,2,3,47,1,inf,5,1,4,3,3,3,1,7,10,2,7,3,4.035714286,1,0,adopted,NA
330,T1,39,2,5,63,1,presch,4,2,4,1,5,0,0,5,6,7,6,1,2.25,1,1,adopted,NA
332,T1,38,2,9,110,2,sch,3,1,4,0,2,0,1,9,3,7,6,4,2.035714286,0.5,0.214285714,adopted,NA
334,T1,46,2,7,85,2,sch,3,2,4,3,1,0,1,5,5,7,7,1,4.535714286,0.107142857,0.107142857,adopted,NA
337,T1,34,2,1,13,1,inf,3,1,4,2,6,0,4,0,12,NA,7,7,3,1,0,adopted,NA
338,T1,28,2,2,33,1,inf,3,1,2,2,5,1,2,4,10,NA,7,2,2.071428571,3,0,adopted,NA
339,T1,39,2,7,95,1,sch,3,1,2,4,3,3,5,9,15,7,6,1,1.142857143,0.5,0.214285714,adopted,NA
340,T1,42,2,3,40,1,inf,4,2,4,1,1,1,3,2,6,7,6,4,1.25,0.107142857,0.214285714,adopted,NA
343,T1,47,2,3,44,2,inf,4,2,4,3,3,1,1,7,8,7,5,4,3.392857143,0.107142857,0,adopted,NA
345,T1,47,2,5,67,2,presch,6,2,5,0,0,0,0,10,0,7,4,2,2,1,1,adopted,NA
347,T1,39,2,6,81,2,sch,3,1,3,2,1,4,2,9,9,4,6,5,2.535714286,2,0.214285714,adopted,NA
348,T1,39,2,9,108,2,sch,3,1,3,3,0,2,4,8,9,7,4,1,3.142857143,0.107142857,0.25,adopted,NA
349,T1,40,2,3,39,2,inf,4,1,3,2,4,3,4,8,13,3,7,5,3.535714286,1,0,adopted,NA
350,T1,41,2,1,17,2,inf,3,1,3,2,5,0,5,0,12,NA,6,2,2.321428571,0.25,0,adopted,NA
351,T1,36,2,0,6,2,inf,4,2,4,0,0,0,2,10,2,NA,6,2,1.035714286,0.5,0.214285714,adopted,NA
353,T1,40,1,6,74,2,sch,4,2,5,2,4,2,2,3,10,7,7,6,2.357142857,0.25,0.25,adopted,NA
354,T1,36,2,9,110,1,sch,3,1,4,4,9,6,4,6,23,7,7,2,5.571428571,0,0.107142857,adopted,NA
355,T1,38,2,6,80,2,sch,4,2,4,2,6,2,1,7,11,7,6,3,5.071428571,2,0.214285714,adopted,NA
358,T1,33,2,3,43,1,inf,4,2,4,2,8,2,2,5,14,7,7,1,1.5,0.071428571,0,adopted,NA
359,T1,44,1,4,55,1,presch,4,2,5,0,2,1,2,9,5,7,2,2,2.321428571,1,0.214285714,adopted,NA
360,T1,39,2,1,18,2,inf,3,1,4,3,2,1,3,3,9,NA,7,1,1,1,0,adopted,NA
361,T1,35,2,0,1,1,inf,6,2,3,4,7,2,3,10,16,7,7,4,0,1,0,adopted,NA
362,T1,47,2,9,117,1,sch,3,1,2,2,3,5,3,5,13,7,6,6,4.5,0.642857143,0.214285714,adopted,NA
364,T1,42,2,3,41,2,inf,3,1,3,5,5,4,3,0,17,7,7,3,7,0.071428571,0.214285714,adopted,NA
365,T1,36,2,5,61,2,presch,3,1,4,0,2,1,3,7,6,3,4,4,0.857142857,0.5,0.5,adopted,NA
366,T1,40,2,9,117,2,sch,4,2,4,1,8,0,6,4,15,7,5,1,1.785714286,0.25,0.5,adopted,NA
369,T1,37,2,6,83,2,sch,4,2,4,3,3,1,2,5,9,7,7,1,5.5,0.5,0.214285714,adopted,NA
370,T1,42,2,5,61,1,presch,4,2,3,1,3,1,1,6,6,7,7,2,6.107142857,0.071428571,0,adopted,NA
372,T1,43,2,8,99,2,sch,5,3,4,3,6,1,3,6,13,7,5,1,6,0.25,0.107142857,adopted,NA
374,T1,39,2,4,52,2,presch,4,2,3,0,3,2,2,9,7,3,7,2,3.321428571,1,0,adopted,NA
375,T1,49,2,8,103,2,sch,7,3,2,3,2,0,3,10,8,2,5,2,1.357142857,0.107142857,0,adopted,NA
377,T1,39,2,9,114,1,sch,3,2,3,2,0,6,0,10,8,7,6,1,15,0.035714286,0,adopted,NA
